Punto de partida,punto de llegada,Linea,Minuto de viaje programada,Recorrido minimo observado,Marca de tiempo,Hora del día ,Dia de la semana,Es fin de semana,Transferir,Clima de lluvia,Ocupación Estimada,Evento especial
Calle 100,Calle 72,linea_roja,8,12.11,27/01/2025 08:21,8,0,0,0,1,16,0
Calle 100,Calle 72,linea_roja,8,6.95,07/01/2025 22:23,22,1,0,0,0,96,0
Calle 100,Calle 72,linea_roja,8,11.6,26/01/2025 09:39,9,6,1,0,0,8,0
Calle 100,Calle 72,linea_roja,8,9.71,05/01/2025 07:17,7,6,1,0,0,250,0
Calle 100,Calle 72,linea_roja,8,8.24,25/01/2025 04:15,4,5,1,0,0,254,0
Calle 100,Calle 72,linea_roja,8,11.09,28/01/2025 18:11,18,1,0,0,0,330,0
Calle 100,Calle 72,linea_roja,8,7.89,29/01/2025 22:39,22,2,0,0,0,98,0
Calle 100,Calle 72,linea_roja,8,8,14/01/2025 12:12,12,1,0,0,0,260,1
Calle 100,Calle 72,linea_roja,8,6.44,07/01/2025 13:04,13,1,0,0,0,280,0
Calle 100,Calle 72,linea_roja,8,8.03,14/01/2025 01:52,1,1,0,0,0,62,0
Calle 100,Calle 72,linea_roja,8,10.27,27/01/2025 19:42,19,0,0,0,0,109,0
Calle 100,Calle 72,linea_roja,8,10.66,02/01/2025 06:06,6,3,0,0,0,260,0
Calle 100,Calle 72,linea_roja,8,12.74,19/01/2025 19:19,19,6,1,0,1,310,0
Calle 100,Calle 72,linea_roja,8,7.29,22/01/2025 22:59,22,2,0,0,0,110,0
Calle 100,Calle 72,linea_roja,8,9.86,06/01/2025 16:32,16,0,0,0,0,339,0
Calle 100,Calle 72,linea_roja,8,7.69,03/01/2025 05:07,5,4,0,0,0,333,0
Calle 100,Calle 72,linea_roja,8,10.57,25/01/2025 08:54,8,5,1,0,0,151,0
Calle 100,Calle 72,linea_roja,8,10.94,09/01/2025 17:23,17,3,0,0,0,7,0
Calle 100,Calle 72,linea_roja,8,8.43,13/01/2025 01:37,1,0,0,0,0,205,0
Calle 100,Calle 72,linea_roja,8,10.72,30/01/2025 18:52,18,3,0,0,0,183,0
Calle 100,Calle 72,linea_roja,8,8.54,22/01/2025 11:42,11,2,0,0,0,384,0
Calle 100,Calle 72,linea_roja,8,7.86,05/01/2025 10:04,10,6,1,0,0,349,0
Calle 100,Calle 72,linea_roja,8,9.03,10/01/2025 15:01,15,4,0,0,0,7,0
Calle 100,Calle 72,linea_roja,8,8.36,09/01/2025 02:43,2,3,0,0,0,56,0
Calle 100,Calle 72,linea_roja,8,7.97,17/01/2025 20:49,20,4,0,0,0,279,0
Calle 100,Calle 72,linea_roja,8,8.33,22/01/2025 21:53,21,2,0,0,0,286,0
Calle 100,Calle 72,linea_roja,8,10.66,14/01/2025 06:48,6,1,0,0,0,35,0
Calle 100,Calle 72,linea_roja,8,8.04,05/01/2025 02:07,2,6,1,0,0,41,0
Calle 100,Calle 72,linea_roja,8,9.11,03/01/2025 04:24,4,4,0,0,0,357,0
Calle 100,Calle 72,linea_roja,8,10.77,24/01/2025 19:15,19,4,0,0,1,150,0
Calle 100,Calle 72,linea_roja,8,7.95,16/01/2025 11:51,11,3,0,0,0,102,0
Calle 100,Calle 72,linea_roja,8,8.35,10/01/2025 23:48,23,4,0,0,0,239,0
Calle 100,Calle 72,linea_roja,8,12.73,12/01/2025 09:35,9,6,1,0,1,260,0
Calle 100,Calle 72,linea_roja,8,7.73,16/01/2025 14:18,14,3,0,0,0,371,0
Calle 100,Calle 72,linea_roja,8,7.41,23/01/2025 02:15,2,3,0,0,0,194,0
Calle 100,Calle 72,linea_roja,8,7.37,26/01/2025 05:41,5,6,1,0,0,311,0
Calle 100,Calle 72,linea_roja,8,11.12,03/01/2025 08:09,8,4,0,0,1,96,0
Calle 100,Calle 72,linea_roja,8,6.93,16/01/2025 01:17,1,3,0,0,0,267,0
Calle 100,Calle 72,linea_roja,8,7.76,12/01/2025 14:01,14,6,1,0,0,292,0
Calle 100,Calle 72,linea_roja,8,7.1,11/01/2025 10:29,10,5,1,0,0,170,0
Calle 100,Calle 72,linea_roja,8,7.92,29/01/2025 03:19,3,2,0,0,0,393,0
Calle 100,Calle 72,linea_roja,8,9.28,03/01/2025 18:33,18,4,0,0,0,335,0
Calle 100,Calle 72,linea_roja,8,7.54,18/01/2025 11:00,11,5,1,0,0,257,0
Calle 100,Calle 72,linea_roja,8,11.82,14/01/2025 06:33,6,1,0,0,1,95,0
Calle 100,Calle 72,linea_roja,8,7.76,17/01/2025 11:15,11,4,0,0,0,40,0
Calle 100,Calle 72,linea_roja,8,7.53,10/01/2025 23:34,23,4,0,0,0,228,0
Calle 100,Calle 72,linea_roja,8,7.62,30/01/2025 23:05,23,3,0,0,0,94,0
Calle 100,Calle 72,linea_roja,8,7.64,12/01/2025 01:55,1,6,1,0,1,114,0
Calle 100,Calle 72,linea_roja,8,10.97,09/01/2025 09:07,9,3,0,0,1,285,0
Calle 100,Calle 72,linea_roja,8,6.35,06/01/2025 14:50,14,0,0,0,0,23,0
Calle 100,Calle 72,linea_roja,8,7.74,11/01/2025 21:52,21,5,1,0,0,29,0
Calle 100,Calle 72,linea_roja,8,8.24,11/01/2025 23:37,23,5,1,0,0,68,0
Calle 100,Calle 72,linea_roja,8,8.23,29/01/2025 00:28,0,2,0,0,0,39,1
Calle 100,Calle 72,linea_roja,8,7.22,29/01/2025 04:04,4,2,0,0,1,84,0
Calle 100,Calle 72,linea_roja,8,7.84,21/01/2025 04:37,4,1,0,0,0,121,0
Calle 100,Calle 72,linea_roja,8,12.11,08/01/2025 18:31,18,2,0,0,1,204,0
Calle 100,Calle 72,linea_roja,8,10.47,09/01/2025 19:49,19,3,0,0,0,156,0
Calle 100,Calle 72,linea_roja,8,6.98,19/01/2025 10:46,10,6,1,0,0,281,0
Calle 100,Calle 72,linea_roja,8,8.49,23/01/2025 05:44,5,3,0,0,0,385,0
Calle 100,Calle 72,linea_roja,8,10.82,06/01/2025 06:07,6,0,0,0,0,222,0
Calle 100,Calle 72,linea_roja,8,7.69,10/01/2025 10:32,10,4,0,0,0,332,0
Calle 100,Calle 72,linea_roja,8,8.42,18/01/2025 13:58,13,5,1,0,0,243,0
Calle 100,Calle 72,linea_roja,8,10.15,25/01/2025 16:24,16,5,1,0,0,43,0
Calle 100,Calle 72,linea_roja,8,6.99,02/01/2025 14:22,14,3,0,0,0,213,0
Calle 100,Calle 72,linea_roja,8,9.78,18/01/2025 07:24,7,5,1,0,0,399,0
Calle 100,Calle 72,linea_roja,8,10.31,24/01/2025 09:17,9,4,0,0,0,120,0
Calle 100,Calle 72,linea_roja,8,8.43,16/01/2025 12:04,12,3,0,0,0,108,0
Calle 100,Calle 72,linea_roja,8,8.24,10/01/2025 20:22,20,4,0,0,0,179,0
Calle 100,Calle 72,linea_roja,8,7.65,20/01/2025 15:29,15,0,0,0,0,175,0
Calle 100,Calle 72,linea_roja,8,12.04,21/01/2025 19:47,19,1,0,0,1,52,0
Calle 100,Calle 72,linea_roja,8,11.21,07/01/2025 09:35,9,1,0,0,0,73,0
Calle 100,Calle 72,linea_roja,8,7.51,05/01/2025 22:42,22,6,1,0,0,82,0
Calle 100,Calle 72,linea_roja,8,8.51,04/01/2025 10:28,10,5,1,0,0,103,0
Calle 100,Calle 72,linea_roja,8,7.56,18/01/2025 10:52,10,5,1,0,0,257,0
Calle 100,Calle 72,linea_roja,8,7.89,10/01/2025 21:11,21,4,0,0,0,394,0
Calle 100,Calle 72,linea_roja,8,8.42,13/01/2025 14:02,14,0,0,0,0,349,0
Calle 100,Calle 72,linea_roja,8,9.13,06/01/2025 18:54,18,0,0,0,0,399,0
Calle 100,Calle 72,linea_roja,8,8.23,18/01/2025 11:26,11,5,1,0,0,337,0
Calle 100,Calle 72,linea_roja,8,10.37,15/01/2025 18:50,18,2,0,0,0,355,0
Calle 100,Calle 72,linea_roja,8,8.08,09/01/2025 02:01,2,3,0,0,0,291,0
Calle 100,Calle 72,linea_roja,8,7.58,18/01/2025 04:32,4,5,1,0,0,141,0
Calle 100,Calle 72,linea_roja,8,8.66,02/01/2025 00:23,0,3,0,0,0,156,0
Calle 100,Calle 72,linea_roja,8,10.02,12/01/2025 17:30,17,6,1,0,0,76,0
Calle 100,Calle 72,linea_roja,8,11,16/01/2025 16:12,16,3,0,0,0,216,0
Calle 100,Calle 72,linea_roja,8,9.09,12/01/2025 19:18,19,6,1,0,0,269,0
Calle 100,Calle 72,linea_roja,8,9.92,12/01/2025 18:54,18,6,1,0,0,389,0
Calle 100,Calle 72,linea_roja,8,10.3,25/01/2025 08:36,8,5,1,0,0,351,1
Calle 100,Calle 72,linea_roja,8,7.56,21/01/2025 23:12,23,1,0,0,1,334,0
Calle 100,Calle 72,linea_roja,8,7.93,06/01/2025 21:45,21,0,0,0,0,388,0
Calle 100,Calle 72,linea_roja,8,8.83,24/01/2025 04:23,4,4,0,0,1,313,0
Calle 100,Calle 72,linea_roja,8,8.65,07/01/2025 02:53,2,1,0,0,0,118,0
Calle 100,Calle 72,linea_roja,8,11.11,23/01/2025 19:14,19,3,0,0,0,23,0
Calle 100,Calle 72,linea_roja,8,8.8,22/01/2025 20:15,20,2,0,0,0,365,0
Calle 100,Calle 72,linea_roja,8,6.79,26/01/2025 20:31,20,6,1,0,0,218,0
Calle 100,Calle 72,linea_roja,8,8.93,29/01/2025 01:44,1,2,0,0,1,264,0
Calle 100,Calle 72,linea_roja,8,9.41,26/01/2025 19:48,19,6,1,0,0,348,0
Calle 100,Calle 72,linea_roja,8,9.92,02/01/2025 19:06,19,3,0,0,0,172,0
Calle 100,Calle 72,linea_roja,8,7.07,02/01/2025 00:47,0,3,0,0,0,128,0
Calle 100,Calle 72,linea_roja,8,10.92,26/01/2025 07:16,7,6,1,0,0,15,0
Calle 100,Calle 72,linea_roja,8,12.57,21/01/2025 09:56,9,1,0,0,1,386,0
Calle 100,Calle 72,linea_roja,8,8.3,30/01/2025 01:35,1,3,0,0,0,328,0
Calle 100,Calle 72,linea_roja,8,7.85,28/01/2025 00:31,0,1,0,0,0,192,0
Calle 100,Calle 72,linea_roja,8,9.97,22/01/2025 19:26,19,2,0,0,0,371,0
Calle 100,Calle 72,linea_roja,8,8.38,25/01/2025 05:12,5,5,1,0,0,284,0
Calle 100,Calle 72,linea_roja,8,9.74,13/01/2025 17:07,17,0,0,0,0,390,0
Calle 100,Calle 72,linea_roja,8,9.38,28/01/2025 06:31,6,1,0,0,0,381,0
Calle 100,Calle 72,linea_roja,8,10.63,15/01/2025 16:58,16,2,0,0,0,368,0
Calle 100,Calle 72,linea_roja,8,7.02,04/01/2025 22:17,22,5,1,0,0,298,0
Calle 100,Calle 72,linea_roja,8,10.89,29/01/2025 06:53,6,2,0,0,0,188,1
Calle 100,Calle 72,linea_roja,8,8.58,12/01/2025 23:54,23,6,1,0,0,287,0
Calle 100,Calle 72,linea_roja,8,10.19,17/01/2025 07:53,7,4,0,0,0,25,0
Calle 100,Calle 72,linea_roja,8,8.1,28/01/2025 23:14,23,1,0,0,0,49,0
Calle 100,Calle 72,linea_roja,8,8.25,13/01/2025 14:43,14,0,0,0,0,134,0
Calle 100,Calle 72,linea_roja,8,8.28,17/01/2025 11:33,11,4,0,0,0,6,0
Calle 100,Calle 72,linea_roja,8,8.47,15/01/2025 23:28,23,2,0,0,0,115,0
Calle 100,Calle 72,linea_roja,8,8.39,12/01/2025 03:14,3,6,1,0,0,332,0
Calle 100,Calle 72,linea_roja,8,9.39,28/01/2025 07:13,7,1,0,0,0,140,0
Calle 100,Calle 72,linea_roja,8,11.04,05/01/2025 19:54,19,6,1,0,0,141,0
Calle 100,Calle 72,linea_roja,8,8.55,14/01/2025 03:04,3,1,0,0,0,55,0
Calle 100,Calle 72,linea_roja,8,10.83,07/01/2025 18:51,18,1,0,0,0,303,0
Calle 100,Calle 72,linea_roja,8,8.9,23/01/2025 11:51,11,3,0,0,1,246,0
Calle 100,Calle 72,linea_roja,8,6.67,04/01/2025 12:25,12,5,1,0,0,295,0
Calle 100,Calle 72,linea_roja,8,9.52,19/01/2025 13:13,13,6,1,0,1,253,0
Calle 100,Calle 72,linea_roja,8,11.58,23/01/2025 16:40,16,3,0,0,0,223,0
Calle 100,Calle 72,linea_roja,8,11.05,17/01/2025 17:51,17,4,0,0,0,154,0
Calle 100,Calle 72,linea_roja,8,8.25,21/01/2025 05:38,5,1,0,0,0,244,0
Calle 100,Calle 72,linea_roja,8,9.44,14/01/2025 19:43,19,1,0,0,0,152,0
Calle 100,Calle 72,linea_roja,8,9.43,27/01/2025 00:43,0,0,0,0,1,198,0
Calle 100,Calle 72,linea_roja,8,8.8,28/01/2025 03:57,3,1,0,0,0,61,0
Calle 100,Calle 72,linea_roja,8,8.26,10/01/2025 10:05,10,4,0,0,0,56,0
Calle 100,Calle 72,linea_roja,8,9.4,24/01/2025 03:31,3,4,0,0,1,380,0
Calle 100,Calle 72,linea_roja,8,7.08,05/01/2025 02:58,2,6,1,0,0,61,0
Calle 100,Calle 72,linea_roja,8,8.1,18/01/2025 01:05,1,5,1,0,0,373,0
Calle 100,Calle 72,linea_roja,8,8.2,16/01/2025 14:12,14,3,0,0,0,388,1
Calle 100,Calle 72,linea_roja,8,8.59,06/01/2025 12:57,12,0,0,0,0,52,0
Calle 100,Calle 72,linea_roja,8,8.29,28/01/2025 15:29,15,1,0,0,0,388,0
Calle 100,Calle 72,linea_roja,8,8.88,29/01/2025 02:09,2,2,0,0,0,156,0
Calle 100,Calle 72,linea_roja,8,7.55,12/01/2025 00:41,0,6,1,0,0,150,0
Calle 100,Calle 72,linea_roja,8,7.24,30/01/2025 03:32,3,3,0,0,0,222,0
Calle 100,Calle 72,linea_roja,8,8.4,08/01/2025 00:54,0,2,0,0,0,195,0
Calle 100,Calle 72,linea_roja,8,10.46,16/01/2025 16:00,16,3,0,0,0,394,0
Calle 100,Calle 72,linea_roja,8,7.65,15/01/2025 12:20,12,2,0,0,0,34,0
Calle 100,Calle 72,linea_roja,8,6.32,18/01/2025 03:35,3,5,1,0,0,208,0
Calle 100,Calle 72,linea_roja,8,8.97,24/01/2025 09:40,9,4,0,0,0,130,0
Calle 100,Calle 72,linea_roja,8,8.27,18/01/2025 20:31,20,5,1,0,0,249,0
Calle 100,Calle 72,linea_roja,8,8.32,11/01/2025 13:44,13,5,1,0,0,139,0
Calle 100,Calle 72,linea_roja,8,6.99,11/01/2025 11:11,11,5,1,0,0,247,0
Calle 100,Calle 72,linea_roja,8,10.84,30/01/2025 09:30,9,3,0,0,0,141,0
Calle 100,Calle 72,linea_roja,8,10.97,06/01/2025 17:02,17,0,0,0,0,125,0
Calle 100,Calle 72,linea_roja,8,7.47,09/01/2025 10:00,10,3,0,0,0,122,0
Calle 100,Calle 72,linea_roja,8,7.97,04/01/2025 14:07,14,5,1,0,0,281,0
Calle 100,Calle 72,linea_roja,8,7.92,30/01/2025 02:08,2,3,0,0,0,76,0
Calle 100,Calle 72,linea_roja,8,8.48,12/01/2025 21:14,21,6,1,0,0,130,0
Calle 100,Calle 72,linea_roja,8,10.6,01/01/2025 06:00,6,2,0,0,0,328,0
Calle 100,Calle 72,linea_roja,8,7.6,11/01/2025 02:15,2,5,1,0,0,319,0
Calle 100,Calle 72,linea_roja,8,10.12,07/01/2025 16:40,16,1,0,0,0,61,0
Calle 100,Calle 72,linea_roja,8,10.52,25/01/2025 08:27,8,5,1,0,0,130,0
Calle 100,Calle 72,linea_roja,8,7.68,11/01/2025 13:56,13,5,1,0,0,372,0
Calle 100,Calle 72,linea_roja,8,11.97,01/01/2025 19:58,19,2,0,0,0,353,0
Calle 100,Calle 72,linea_roja,8,10.52,27/01/2025 16:11,16,0,0,0,0,182,0
Calle 100,Calle 72,linea_roja,8,11.64,21/01/2025 08:02,8,1,0,0,1,348,0
Calle 100,Calle 72,linea_roja,8,8.69,26/01/2025 02:27,2,6,1,0,0,215,0
Calle 100,Calle 72,linea_roja,8,10.8,12/01/2025 09:42,9,6,1,0,0,130,0
Calle 100,Calle 72,linea_roja,8,7.11,05/01/2025 22:06,22,6,1,0,0,169,0
Calle 100,Calle 72,linea_roja,8,11.33,04/01/2025 06:54,6,5,1,0,1,12,0
Calle 100,Calle 72,linea_roja,8,9.28,29/01/2025 13:35,13,2,0,0,1,94,0
Calle 100,Calle 72,linea_roja,8,10.77,19/01/2025 08:03,8,6,1,0,0,317,0
Calle 100,Calle 72,linea_roja,8,7.51,25/01/2025 12:25,12,5,1,0,0,169,0
Calle 100,Calle 72,linea_roja,8,8.29,14/01/2025 03:26,3,1,0,0,0,76,0
Calle 100,Calle 72,linea_roja,8,9.41,01/01/2025 17:56,17,2,0,0,0,117,0
Calle 100,Calle 72,linea_roja,8,10.76,14/01/2025 09:43,9,1,0,0,0,308,0
Calle 100,Calle 72,linea_roja,8,7.55,10/01/2025 14:55,14,4,0,0,0,399,0
Calle 100,Calle 72,linea_roja,8,7.9,29/01/2025 04:47,4,2,0,0,0,22,0
Calle 100,Calle 72,linea_roja,8,7.3,16/01/2025 12:04,12,3,0,0,0,372,0
Calle 100,Calle 72,linea_roja,8,11.22,20/01/2025 17:50,17,0,0,0,1,118,0
Calle 100,Calle 72,linea_roja,8,7.19,18/01/2025 22:44,22,5,1,0,0,288,0
Calle 100,Calle 72,linea_roja,8,8.07,13/01/2025 23:54,23,0,0,0,0,307,0
Calle 100,Calle 72,linea_roja,8,7.65,16/01/2025 00:42,0,3,0,0,0,343,0
Calle 100,Calle 72,linea_roja,8,10.55,28/01/2025 18:36,18,1,0,0,0,382,0
Calle 100,Calle 72,linea_roja,8,7.99,10/01/2025 12:52,12,4,0,0,0,53,0
Calle 100,Calle 72,linea_roja,8,7.82,29/01/2025 23:48,23,2,0,0,0,103,0
Calle 100,Calle 72,linea_roja,8,11.01,03/01/2025 06:58,6,4,0,0,0,118,0
Calle 100,Calle 72,linea_roja,8,12.91,08/01/2025 09:34,9,2,0,0,1,109,0
Calle 100,Calle 72,linea_roja,8,9.62,27/01/2025 19:13,19,0,0,0,0,131,0
Calle 100,Calle 72,linea_roja,8,11.38,04/01/2025 16:11,16,5,1,0,0,30,0
Calle 100,Calle 72,linea_roja,8,7.71,23/01/2025 00:37,0,3,0,0,0,375,0
Calle 100,Calle 72,linea_roja,8,10.81,28/01/2025 19:35,19,1,0,0,0,91,0
Calle 100,Calle 72,linea_roja,8,8.05,21/01/2025 14:49,14,1,0,0,0,114,0
Calle 100,Calle 72,linea_roja,8,8.83,05/01/2025 15:11,15,6,1,0,1,201,0
Calle 100,Calle 72,linea_roja,8,7.08,03/01/2025 05:36,5,4,0,0,0,365,0
Calle 100,Calle 72,linea_roja,8,9.82,24/01/2025 15:53,15,4,0,0,0,214,0
Calle 100,Calle 72,linea_roja,8,7.58,11/01/2025 20:29,20,5,1,0,0,84,0
Calle 100,Calle 72,linea_roja,8,7.26,08/01/2025 00:04,0,2,0,0,0,182,0
Calle 100,Calle 72,linea_roja,8,11.01,27/01/2025 06:08,6,0,0,0,0,55,0
Calle 100,Calle 72,linea_roja,8,10.54,14/01/2025 07:23,7,1,0,0,0,66,0
Calle 100,Calle 72,linea_roja,8,7.72,14/01/2025 04:14,4,1,0,0,0,383,0
Calle 100,Calle 72,linea_roja,8,10.71,25/01/2025 07:01,7,5,1,0,1,283,0
Calle 100,Calle 72,linea_roja,8,10.81,04/01/2025 06:07,6,5,1,0,0,15,0
Calle 100,Calle 72,linea_roja,8,7.41,11/01/2025 04:44,4,5,1,0,0,374,0
Calle 100,Calle 72,linea_roja,8,8.41,12/01/2025 03:04,3,6,1,0,0,81,0
Calle 100,Calle 72,linea_roja,8,10.18,22/01/2025 17:58,17,2,0,0,0,214,0
Calle 100,Calle 72,linea_roja,8,9.42,11/01/2025 08:57,8,5,1,0,0,348,0
Calle 100,Calle 72,linea_roja,8,9.39,24/01/2025 09:49,9,4,0,0,0,14,0
Calle 100,Calle 72,linea_roja,8,7.53,10/01/2025 12:05,12,4,0,0,0,46,0
Calle 100,Calle 72,linea_roja,8,8.13,21/01/2025 13:47,13,1,0,0,0,116,0
Calle 100,Calle 72,linea_roja,8,8.22,10/01/2025 00:30,0,4,0,0,0,219,0
Calle 100,Calle 72,linea_roja,8,10.9,03/01/2025 23:59,23,4,0,0,1,377,0
Calle 100,Calle 72,linea_roja,8,8.76,08/01/2025 10:36,10,2,0,0,0,382,0
Calle 100,Calle 72,linea_roja,8,11.17,18/01/2025 17:30,17,5,1,0,1,83,0
Calle 100,Calle 72,linea_roja,8,9.22,19/01/2025 14:39,14,6,1,0,0,181,0
Calle 100,Calle 72,linea_roja,8,10.63,18/01/2025 06:24,6,5,1,0,0,262,0
Calle 100,Calle 72,linea_roja,8,7.82,26/01/2025 00:07,0,6,1,0,0,198,0
Calle 100,Calle 72,linea_roja,8,7.42,15/01/2025 05:01,5,2,0,0,0,34,0
Calle 100,Calle 72,linea_roja,8,11.57,10/01/2025 19:57,19,4,0,0,0,331,0
Calle 100,Calle 72,linea_roja,8,7.95,15/01/2025 23:43,23,2,0,0,0,22,0
Calle 100,Calle 72,linea_roja,8,7.98,03/01/2025 11:09,11,4,0,0,0,60,0
Calle 100,Calle 72,linea_roja,8,8.64,25/01/2025 01:38,1,5,1,0,0,270,0
Calle 100,Calle 72,linea_roja,8,10.88,16/01/2025 09:13,9,3,0,0,0,30,0
Calle 100,Calle 72,linea_roja,8,7.06,22/01/2025 14:27,14,2,0,0,0,229,1
Calle 100,Calle 72,linea_roja,8,7.48,22/01/2025 02:01,2,2,0,0,0,258,0
Calle 100,Calle 72,linea_roja,8,7.26,07/01/2025 14:39,14,1,0,0,0,392,0
Calle 100,Calle 72,linea_roja,8,7.29,13/01/2025 12:36,12,0,0,0,0,275,0
Calle 100,Calle 72,linea_roja,8,8.68,19/01/2025 22:28,22,6,1,0,0,263,0
Calle 100,Calle 72,linea_roja,8,8.66,09/01/2025 14:48,14,3,0,0,0,221,0
Calle 72,Calle 45,linea_roja,6,7.84,05/01/2025 10:31,10,6,1,0,1,255,0
Calle 72,Calle 45,linea_roja,6,5.78,28/01/2025 10:07,10,1,0,0,0,240,0
Calle 72,Calle 45,linea_roja,6,6.06,19/01/2025 12:42,12,6,1,0,0,17,0
Calle 72,Calle 45,linea_roja,6,8.57,15/01/2025 17:48,17,2,0,0,0,399,0
Calle 72,Calle 45,linea_roja,6,5.72,17/01/2025 12:54,12,4,0,0,0,273,0
Calle 72,Calle 45,linea_roja,6,8.22,01/01/2025 09:41,9,2,0,0,0,81,0
Calle 72,Calle 45,linea_roja,6,5.29,08/01/2025 20:13,20,2,0,0,0,7,0
Calle 72,Calle 45,linea_roja,6,6.24,15/01/2025 01:06,1,2,0,0,0,339,0
Calle 72,Calle 45,linea_roja,6,6.5,01/01/2025 20:06,20,2,0,0,0,309,0
Calle 72,Calle 45,linea_roja,6,8.69,21/01/2025 19:05,19,1,0,0,1,282,0
Calle 72,Calle 45,linea_roja,6,5.93,19/01/2025 23:29,23,6,1,0,0,48,0
Calle 72,Calle 45,linea_roja,6,8.56,29/01/2025 17:22,17,2,0,0,0,105,0
Calle 72,Calle 45,linea_roja,6,7.49,03/01/2025 08:47,8,4,0,0,0,214,0
Calle 72,Calle 45,linea_roja,6,6.24,20/01/2025 11:10,11,0,0,0,0,69,0
Calle 72,Calle 45,linea_roja,6,8.4,13/01/2025 17:13,17,0,0,0,0,258,0
Calle 72,Calle 45,linea_roja,6,6.05,04/01/2025 14:11,14,5,1,0,0,353,0
Calle 72,Calle 45,linea_roja,6,8.18,24/01/2025 18:18,18,4,0,0,0,19,0
Calle 72,Calle 45,linea_roja,6,6.52,11/01/2025 04:49,4,5,1,0,0,162,0
Calle 72,Calle 45,linea_roja,6,6.37,11/01/2025 00:33,0,5,1,0,0,61,0
Calle 72,Calle 45,linea_roja,6,6.26,10/01/2025 02:51,2,4,0,0,0,361,0
Calle 72,Calle 45,linea_roja,6,5.02,24/01/2025 05:51,5,4,0,0,0,16,0
Calle 72,Calle 45,linea_roja,6,5.23,26/01/2025 13:31,13,6,1,0,0,124,0
Calle 72,Calle 45,linea_roja,6,7.73,04/01/2025 19:44,19,5,1,0,0,64,0
Calle 72,Calle 45,linea_roja,6,6.98,14/01/2025 11:54,11,1,0,0,0,116,0
Calle 72,Calle 45,linea_roja,6,5.12,15/01/2025 03:47,3,2,0,0,0,155,1
Calle 72,Calle 45,linea_roja,6,5.75,08/01/2025 13:15,13,2,0,0,0,268,0
Calle 72,Calle 45,linea_roja,6,7.86,17/01/2025 16:06,16,4,0,0,0,217,0
Calle 72,Calle 45,linea_roja,6,6.28,25/01/2025 15:50,15,5,1,0,0,290,0
Calle 72,Calle 45,linea_roja,6,6,02/01/2025 03:49,3,3,0,0,0,203,0
Calle 72,Calle 45,linea_roja,6,7.98,02/01/2025 02:32,2,3,0,0,1,344,0
Calle 72,Calle 45,linea_roja,6,5.35,04/01/2025 21:50,21,5,1,0,0,322,0
Calle 72,Calle 45,linea_roja,6,4.76,02/01/2025 03:26,3,3,0,0,0,258,0
Calle 72,Calle 45,linea_roja,6,7.85,13/01/2025 09:16,9,0,0,0,1,231,0
Calle 72,Calle 45,linea_roja,6,6.2,19/01/2025 15:50,15,6,1,0,0,12,0
Calle 72,Calle 45,linea_roja,6,6.18,10/01/2025 02:06,2,4,0,0,0,83,0
Calle 72,Calle 45,linea_roja,6,5.71,15/01/2025 23:23,23,2,0,0,0,171,0
Calle 72,Calle 45,linea_roja,6,5.75,07/01/2025 20:06,20,1,0,0,0,27,0
Calle 72,Calle 45,linea_roja,6,5.22,19/01/2025 23:53,23,6,1,0,0,295,0
Calle 72,Calle 45,linea_roja,6,5.65,26/01/2025 01:03,1,6,1,0,0,89,0
Calle 72,Calle 45,linea_roja,6,7.19,18/01/2025 21:15,21,5,1,0,1,63,0
Calle 72,Calle 45,linea_roja,6,6.21,11/01/2025 05:05,5,5,1,0,0,12,0
Calle 72,Calle 45,linea_roja,6,6.03,13/01/2025 05:27,5,0,0,0,0,140,0
Calle 72,Calle 45,linea_roja,6,8.6,22/01/2025 09:46,9,2,0,0,0,119,0
Calle 72,Calle 45,linea_roja,6,7.53,20/01/2025 09:06,9,0,0,0,0,241,0
Calle 72,Calle 45,linea_roja,6,6.42,29/01/2025 12:56,12,2,0,0,0,348,0
Calle 72,Calle 45,linea_roja,6,6.02,21/01/2025 20:57,20,1,0,0,0,302,0
Calle 72,Calle 45,linea_roja,6,6.1,13/01/2025 10:33,10,0,0,0,0,28,0
Calle 72,Calle 45,linea_roja,6,5.99,06/01/2025 13:08,13,0,0,0,0,332,0
Calle 72,Calle 45,linea_roja,6,6,15/01/2025 21:59,21,2,0,0,0,52,0
Calle 72,Calle 45,linea_roja,6,8.22,12/01/2025 06:49,6,6,1,0,0,294,0
Calle 72,Calle 45,linea_roja,6,6.38,23/01/2025 11:19,11,3,0,0,0,346,0
Calle 72,Calle 45,linea_roja,6,8.82,19/01/2025 18:13,18,6,1,0,0,215,0
Calle 72,Calle 45,linea_roja,6,8.06,22/01/2025 09:25,9,2,0,0,0,286,0
Calle 72,Calle 45,linea_roja,6,7.49,23/01/2025 15:31,15,3,0,0,1,277,0
Calle 72,Calle 45,linea_roja,6,6.93,30/01/2025 00:32,0,3,0,0,0,81,0
Calle 72,Calle 45,linea_roja,6,5.95,01/01/2025 21:01,21,2,0,0,0,155,0
Calle 72,Calle 45,linea_roja,6,6.25,13/01/2025 09:46,9,0,0,0,0,23,0
Calle 72,Calle 45,linea_roja,6,8.19,04/01/2025 06:23,6,5,1,0,0,142,0
Calle 72,Calle 45,linea_roja,6,5.85,17/01/2025 13:44,13,4,0,0,0,170,0
